,Report_Date_as_MM_DD_YYYY,Instrument,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Dealer Net,Asset Manager Net,Levered Net,Other Rept Positions Net,Non Rept Positions Net,Dealer Net Pct OI,AM Net Pct OI,HF Net Pct OI,Other Rept Positions Net Pct OI,Non Rept Positions Net Pct OI,Price
54,2019-07-16,1 Month US,97546,31340,8369,15175,541,4452,5882,19424,39307,23583,988,0,277,336,501,44.7,36.1,67.6,55.60000000000001,22971,-3911,-19883,988,-165,0.23548889754577326,-0.0400939044143276,-0.20383203821786644,0.01012855473315154,-0.0016915096467307732,92.4474868774414
55,2019-07-23,1 Month US,115389,28123,11357,19759,920,2244,12096,33259,49807,19617,1166,0,58,391,451,40.29999999999999,35.7,67.1,54.6,16766,-1324,-16548,1166,-60,0.14529981194047958,-0.011474230645902122,-0.14341055039908485,0.010104949345258213,-0.0005199802407508515,92.50605773925781
56,2019-07-30,1 Month US,139947,26348,22180,17574,2214,9772,13307,55597,52471,23711,909,330,58,229,544,46.3,37.9,70.7,58.3,4168,-7558,3126,579,-315,0.029782703452021123,-0.05400615947465826,0.022337027589015842,0.004137280541919441,-0.0022508521082981415,92.5311508178711
57,2019-08-06,1 Month US,117208,21400,13536,13216,2265,16193,9038,43762,38388,26039,125,404,75,1288,319,47.0,41.3,65.4,59.6,7864,-13928,5374,-279,969,0.06709439628694287,-0.11883147907992629,0.045850112620298956,-0.002380383591563716,0.008267353764248175,92.61497497558594
58,2019-08-13,1 Month US,124554,24421,17007,13696,2265,17635,7222,47570,39879,28342,602,313,235,201,225,46.5,40.6,65.4,56.8,7414,-15370,7691,289,-24,0.05952438299853879,-0.12340029224272203,0.06174831799861907,0.0023202787545964,-0.000192687509032227,92.64850616455078
59,2019-08-20,1 Month US,136741,27871,16707,14059,2265,13981,10194,54762,55085,25656,1018,162,519,397,378,52.5,41.7,68.7,59.1,11164,-11716,-323,856,19,0.08164339883429257,-0.08568022758353383,-0.002362129865950958,0.006260009799548051,0.000138948815644174,92.71553802490234
60,2019-08-27,1 Month US,160229,26891,15185,17201,2265,21747,7325,72454,66494,31160,1920,192,558,455,367,56.2,40.7,70.8,57.3,11706,-19482,5960,1728,88,0.07305793582934425,-0.12158847649301936,0.037196762134195434,0.010784564591927804,0.0005492139375518789,92.7322998046875
61,2019-09-03,1 Month US,132887,16184,9548,18020,2279,16120,5946,58747,55534,25536,3527,45,613,2035,1525,50.6,46.9,67.3,62.7,6636,-13841,3213,3482,510,0.04993716465869498,-0.10415616275482177,0.024178437318925102,0.026202713583721508,0.0038378471934801747,92.76416015625
62,2019-09-10,1 Month US,140274,16764,12536,23455,2515,12321,6099,59655,59078,25444,5067,272,687,588,382,52.5,42.5,67.4,60.7,4228,-9806,577,4795,206,0.030141009738084035,-0.06990604103397637,0.004113378102855839,0.03418309879236352,0.0014685544006729687,92.76416015625
63,2019-09-17,1 Month US,205314,37289,25834,20444,3115,20156,9984,103773,102053,23006,6708,0,597,398,3240,62.2,42.5,73.9,58.4,11455,-17041,1720,6708,-2842,0.05579259086082781,-0.0829996980235152,0.008377412158937043,0.032671907419854464,-0.013842212416104114,92.78937530517578
64,2019-09-24,1 Month US,257560,33600,32938,23152,1814,14885,5763,161110,156407,23275,7592,80,584,670,476,68.4,50.5,78.6,67.4,662,-13071,4703,7512,194,0.0025702748874048766,-0.05074933995962106,0.018259822953874825,0.02916601956825594,0.000753222550085417,92.82295989990234
65,2019-10-01,1 Month US,240619,36138,31589,23574,0,14731,4204,156460,147853,13415,5527,4520,372,929,361,69.8,48.4,83.7,67.4,4549,-14731,8607,1007,568,0.01890540647247308,-0.061221266816003726,0.03577024258267219,0.004185039419164737,0.002360578341693715,92.88509368896484
66,2019-10-08,1 Month US,257091,36043,35899,25454,1311,12843,10368,167880,153418,10797,4381,7236,423,434,653,67.6,45.9,82.5,63.1,144,-11532,14462,-2855,-219,0.0005601129561128161,-0.044855712568701356,0.05625245535627463,-0.011105017289597847,-0.0008518384540882411,92.97760009765625
67,2019-10-15,1 Month US,275111,32408,41160,30208,1980,11927,15553,170321,150754,16691,4137,7336,411,3402,1071,65.1,42.4,79.9,61.10000000000001,-8752,-9947,19567,-3199,2331,-0.0318126138176954,-0.036156315087364735,0.07112401903231787,-0.011628033775457906,0.008472943648200181,93.00287628173828
68,2019-10-22,1 Month US,294390,29495,48987,34979,3041,15078,17851,184429,148478,18802,4884,7358,554,355,2303,65.9,38.6,80.4,58.7,-19492,-12037,35951,-2474,-1948,-0.06621148816196203,-0.04088793776962533,0.12212031658684058,-0.0084038180644723,-0.006617072590780937,93.04485321044922
69,2019-10-29,1 Month US,338329,48644,59841,36515,6205,16826,26651,185220,162141,25780,8303,7721,683,328,2171,61.7,36.7,79.3,56.5,-11197,-10621,23079,582,-1843,-0.03309500515770153,-0.03139252029828953,0.06821466678883571,0.001720219076697534,-0.005447360409542191,93.07014465332031
70,2019-11-05,1 Month US,264296,39628,47274,29552,13523,6402,15992,132907,127440,26376,5312,8498,712,294,2050,60.1,37.2,76.3,53.2,-7646,7121,5467,-3186,-1756,-0.028929684898749888,0.026943275721161123,0.02068514090262433,-0.012054665980567243,-0.006644065744468323,93.10877990722656
71,2019-11-12,1 Month US,275414,34408,48614,27041,6664,5766,23879,146771,130185,29040,6641,8299,649,321,1941,63.0,37.9,77.8,55.4,-14206,898,16586,-1658,-1620,-0.05158052967532515,0.0032605459417458806,0.0602220656901973,-0.006020028030528586,-0.005882053926089451,93.1424789428711
72,2019-11-19,1 Month US,308795,26458,52359,33269,5987,7359,25200,172851,141598,37763,6298,7951,625,344,2671,61.9,36.9,77.4,52.5,-25901,-1372,31253,-1653,-2327,-0.08387765345941482,-0.004443077122362733,0.10120954030991434,-0.005353065949902039,-0.007535743778234751,93.15935516357422
73,2019-11-26,1 Month US,381497,23859,64316,44950,16239,10670,28435,223194,183960,36961,6876,8101,715,268,3389,64.3,38.9,79.5,55.6,-40457,5569,39234,-1225,-3121,-0.10604801610497593,0.014597755683530932,0.10284222418524916,-0.0032110344249102877,-0.008180929338893883,93.18460845947266
74,2019-12-03,1 Month US,327427,34691,60028,34120,17038,23114,14185,186816,148113,36152,3268,7621,925,232,3169,64.8,38.5,79.9,58.099999999999994,-25337,-6076,38703,-4353,-2937,-0.07738213403292948,-0.018556808082412262,0.11820344687518133,-0.0132945664224392,-0.008969938337400398,93.2259521484375
75,2019-12-10,1 Month US,343069,33644,70200,33692,17459,32433,12434,212577,151659,30772,966,7500,1335,190,3044,67.4,35.0,82.5,55.8,-36556,-14974,60918,-6534,-2854,-0.10655582404705759,-0.04364719633659701,0.1775677779105661,-0.019045731325185312,-0.008319026201726183,93.23439025878906
76,2019-12-17,1 Month US,368080,42092,72088,37184,1408,32910,24286,224796,150384,35867,0,9649,2385,62,3327,67.9,31.6,81.4,54.6,-29996,-31502,74412,-9649,-3265,-0.08149315366224734,-0.08558465550967181,0.20216257335361879,-0.026214409910888938,-0.008870354270810694,93.2850112915039
77,2019-12-24,1 Month US,370622,38639,77415,41994,0,35336,19664,222755,140074,43761,1217,7680,1596,996,3102,67.9,30.5,80.8,53.7,-38776,-35336,82681,-6463,-2106,-0.10462411837397673,-0.09534242435689193,0.22308713460075225,-0.017438252451284598,-0.005682339418599004,93.31035614013672
78,2019-12-31,1 Month US,375232,38375,73558,48796,0,34245,23423,218456,141128,42352,2432,7410,1313,85,3007,66.5,30.2,79.9,53.4,-35183,-34245,77328,-4978,-2922,-0.0937633250895446,-0.09126353829097732,0.20608050486099266,-0.013266459150605493,-0.007787182329865257,93.34417724609375
79,2020-01-07,1 Month US,208807,8896,39900,32958,13338,8929,14006,103042,76951,34416,1175,60,897,79,690,49.5,30.1,71.0,49.5,-31004,4409,26091,1115,-611,-0.14848161220648734,0.021115192498335784,0.12495270752417303,0.005339859295904831,-0.002926147111926324,93.36953735351562
80,2020-01-14,1 Month US,217694,18167,48290,24760,9583,9211,13091,107350,74409,42632,112,1337,1916,83,2048,47.5,27.9,70.4,47.0,-30123,372,32941,-1225,-1965,-0.1383731292548256,0.001708820638143449,0.15131790494914882,-0.005627164735821841,-0.009026431596644832,93.37797546386719
81,2020-01-21,1 Month US,216868,12704,44124,27466,10716,9480,12228,107787,74104,42774,100,2592,2977,116,1123,50.0,26.600000000000005,71.8,44.4,-31420,1236,33683,-2492,-1007,-0.14488075695814967,0.0056993194016636845,0.15531567589501447,-0.011490860800118043,-0.004643377538410462,93.42022705078125
82,2020-01-28,1 Month US,239246,2591,50862,40254,13235,10661,9823,123986,78113,45804,990,60,2508,55,1161,50.7,25.5,73.1,43.4,-48271,2574,45873,930,-1106,-0.20176303888048286,0.010758800565108716,0.1917398827984585,0.0038872123253889303,-0.004622856808473287,93.45402526855469
83,2020-02-04,1 Month US,177293,978,48865,25610,12768,3283,5438,91379,56418,36295,4365,148,389,71,847,58.9,34.5,78.0,50.300000000000004,-47887,9485,34961,4217,-776,-0.2701009064091645,0.05349901011320244,0.19719334660702903,0.023785485044530805,-0.004376935355597795,93.47174072265625
84,2020-02-11,1 Month US,212852,3029,73602,23275,13909,2915,4317,108352,59125,47724,9540,796,266,2440,832,57.60000000000001,33.2,74.6,49.2,-70573,10994,49227,8744,1608,-0.3315590175333095,0.05165091237103715,0.2312733730479394,0.04108018717230752,0.007554544942025445,93.505615234375
85,2020-02-18,1 Month US,262794,2764,89998,36863,10743,3219,7306,135561,65573,57663,11289,633,505,100,1034,54.9,29.2,72.9,44.7,-87234,7524,69988,10656,-934,-0.3319482179958447,0.028630790657320944,0.2663226709894442,0.04054887097878947,-0.003554114629709963,93.52250671386719
86,2020-02-25,1 Month US,303581,4275,98558,40616,21345,6422,4938,155720,86146,64881,11041,701,342,423,977,52.0,25.2,68.9,43.3,-94283,14923,69574,10340,-554,-0.3105695020439356,0.04915656776939268,0.2291777153379164,0.034060102575589384,-0.0018248836389629128,93.59021759033203
87,2020-03-03,1 Month US,306314,4767,97922,30068,37550,21353,6195,161020,93408,55565,10121,646,315,713,842,48.5,26.5,69.5,43.6,-93155,16197,67612,9475,-129,-0.30411603779128604,0.052877113027808065,0.2207277499559276,0.03093231128841646,-0.00042113648086603944,93.81041717529297
88,2020-03-10,1 Month US,345203,19681,120702,27918,23682,25496,13441,197105,102530,52519,10521,223,204,132,2170,53.0,31.7,72.9,46.4,-101021,-1814,94575,10298,-2038,-0.29264230032763333,-0.005254879013218309,0.273969229699626,0.029831722204036466,-0.005903772562810868,93.96296691894531
89,2020-03-17,1 Month US,362970,33374,147653,22048,16171,46427,3524,234515,97907,42466,10521,295,277,74,2373,64.4,30.1,79.6,45.7,-114279,-30256,136608,10226,-2299,-0.31484420200016533,-0.0833567512466595,0.37636168278370113,0.028173127255696064,-0.0063338567925723885,93.98835754394531
90,2020-03-24,1 Month US,349355,47132,139765,23616,12410,56201,610,216595,87881,38133,10521,304,235,103,2610,75.3,33.8,84.1,48.8,-92633,-43791,128714,10217,-2507,-0.26515435588441555,-0.12534814157518856,0.36843325557098083,0.02924532352478138,-0.007176081636158063,94.09855651855469
91,2020-03-31,1 Month US,371091,55458,154036,23235,7675,56485,2615,234302,94195,36806,10521,253,337,142,3129,78.4,33.7,86.9,47.0,-98578,-48810,140107,10268,-2987,-0.26564373698095617,-0.13153107997768743,0.37755429261286316,0.027669762942243277,-0.008049238596462862,94.08159637451172
92,2020-04-07,1 Month US,316356,59526,130236,22200,2067,48096,1331,200333,84982,26533,3874,167,381,111,2430,80.4,34.3,87.3,50.5,-70710,-46029,115351,3707,-2319,-0.22351401585555514,-0.14549747752531958,0.364624031154775,0.011717811579359961,-0.007330349353260251,94.12741088867188
93,2020-04-14,1 Month US,346208,66479,138706,24705,2054,46608,1872,216594,100695,30171,3874,330,372,87,2749,78.9,33.8,85.6,51.0,-72227,-44554,115899,3544,-2662,-0.20862313984656622,-0.12869142249745819,0.33476696090211666,0.01023662075977447,-0.007689019317866716,94.10194396972656
94,2020-04-21,1 Month US,365783,67786,156909,23192,0,48415,1490,238931,104864,26549,7374,500,390,71,3474,80.0,34.7,88.1,51.5,-89123,-48415,134067,6874,-3403,-0.24364992358857573,-0.1323598964413327,0.3665205873427688,0.018792562803629474,-0.009303330116489832,94.11044311523438
95,2020-04-28,1 Month US,375030,64384,165457,22496,0,46022,964,250808,107690,27962,7954,535,433,29,3471,80.6,34.1,88.3,51.4,-101073,-46022,143118,7419,-3442,-0.2695064394848412,-0.12271551609204596,0.3816174706023518,0.01978241740660747,-0.0091779324320721,94.11044311523438
96,2020-05-05,1 Month US,254069,47974,106612,17996,0,23658,2563,159577,78458,20601,3909,430,418,1031,3333,75.6,31.0,84.6,47.1,-58638,-23658,81119,3479,-2302,-0.23079557128181716,-0.09311643687344777,0.31927940834970026,0.013693130606252633,-0.009060530800688003,94.102783203125
97,2020-05-12,1 Month US,262829,31863,112856,20178,0,22881,1323,180186,77926,23625,4929,46,635,90,3359,76.1,33.1,84.9,49.5,-80993,-22881,102260,4883,-3269,-0.3081585365389664,-0.0870566033428579,0.3890742650164175,0.018578619558724495,-0.012437744693317708,94.08582305908203
98,2020-05-19,1 Month US,278523,35714,113581,26009,0,22119,1659,181185,86604,24629,8877,120,374,76,3428,74.4,35.5,84.3,52.5,-77867,-22119,94581,8757,-3352,-0.27957116647458197,-0.07941534451373854,0.3395805732381168,0.031440850486315314,-0.01203491273611156,94.102783203125
99,2020-05-26,1 Month US,286931,40545,110273,26112,0,22498,2143,180057,93552,28636,8998,25,382,58,3310,72.3,35.0,83.4,51.6,-69728,-22498,86505,8973,-3252,-0.24301312859189142,-0.07840909486949824,0.3014836319533268,0.0312723267963378,-0.01133373528827488,94.09430694580078
100,2020-06-02,1 Month US,215648,44368,82056,17341,0,10924,3181,131198,83193,16845,1710,108,908,97,1092,75.8,39.0,84.8,56.70000000000001,-37688,-10924,48005,1602,-995,-0.17476628579908,-0.050656625612108624,0.22260813918979078,0.007428772814957709,-0.004614000593559876,94.08671569824219
101,2020-06-09,1 Month US,259683,50937,101830,18924,0,15234,2470,162730,98634,20337,3398,331,817,70,1106,79.8,36.7,87.5,55.2,-50893,-15234,64096,3067,-1036,-0.19598125406745917,-0.05866383244186181,0.24682401235352333,0.011810553636549178,-0.003989479480751532,94.0696792602539
102,2020-06-16,1 Month US,285896,53583,116518,21957,0,17250,2963,182103,104115,21283,3325,129,573,109,1108,81.8,35.4,88.2,54.5,-62935,-17250,77988,3196,-999,-0.22013249573271398,-0.060336625905923834,0.2727845090522428,0.011178890225816382,-0.003494277639421328,94.0696792602539
103,2020-06-23,1 Month US,293931,54664,119615,22959,0,13639,4353,184999,109678,22889,3346,46,615,106,137,79.5,35.2,87.4,54.2,-64951,-13639,75321,3300,-31,-0.22097362986551267,-0.04640204673886048,0.25625401880033066,0.011227124733355787,-0.00010546692931334225,94.08671569824219
104,2020-06-30,1 Month US,299037,57120,124980,20181,0,13802,3345,191454,111725,23610,2553,46,723,51,625,81.1,34.7,88.5,53.7,-67860,-13802,79729,2507,-574,-0.22692844029334164,-0.04615482365058504,0.2666191809040353,0.00838357795189224,-0.001919494912000856,94.09515380859375
105,2020-07-07,1 Month US,205909,33550,97065,11833,0,2986,2948,136761,73424,17052,3169,0,446,150,155,74.6,40.3,86.0,61.2,-63515,-2986,63337,3169,-5,-0.3084615048395165,-0.014501551656314197,0.3075970452967087,0.015390293770549126,-2.4282571427183853e-05,94.08671569824219
106,2020-07-14,1 Month US,203517,26852,94938,13640,1068,2719,2586,137698,72364,16781,4417,0,391,84,98,72.1,40.4,84.20000000000002,60.89999999999999,-68086,-1651,65334,4417,-14,-0.3345469911604436,-0.008112344423315989,0.3210247792567697,0.02170334664917427,-6.879032218438755e-05,94.09515380859375
107,2020-07-21,1 Month US,213637,29073,100212,14582,1106,4677,2622,138644,69718,21060,5900,69,547,103,150,70.2,41.60000000000001,84.70000000000002,60.10000000000001,-71139,-3571,68926,5831,-47,-0.33299007194446656,-0.016715269358772124,0.32263137939589115,0.027293961252030312,-0.00021999934468280307,94.09515380859375
108,2020-07-28,1 Month US,221727,29060,99085,17727,1222,4419,2623,137490,69653,27167,5751,296,585,102,172,65.9,41.2,80.20000000000002,59.7,-70025,-3197,67837,5455,-70,-0.315816296617011,-0.014418631921236475,0.30594830579947413,0.02460232628412417,-0.0003157035453508143,94.09515380859375
109,2020-08-04,1 Month US,153242,14335,62810,18841,5647,707,743,92560,53037,16011,4201,117,786,118,190,62.10000000000001,45.5,74.4,63.10000000000001,-48475,4940,39523,4084,-72,-0.31632972683729005,0.03223659310110805,0.2579123216872659,0.026650657130551675,-0.00046984508163558294,94.10028076171875
110,2020-08-11,1 Month US,157154,18513,71877,16761,4975,705,798,92090,48757,17458,5884,82,620,55,96,61.7,48.7,76.6,64.3,-53364,4270,43333,5802,-41,-0.3395650126627385,0.027170800615956323,0.275735902363287,0.036919200274889596,-0.0002608905913944284,94.09176635742188
111,2020-08-18,1 Month US,169301,21230,81795,17192,5004,705,798,91968,45837,22056,10168,0,759,126,159,57.599999999999994,47.3,71.9,61.900000000000006,-60565,4299,46131,10168,-33,-0.3577356306223826,0.025392643870975364,0.27247919386182007,0.06005871199815713,-0.00019491910856994348,94.09176635742188
112,2020-08-25,1 Month US,171475,28705,83955,18180,5586,833,962,84270,44046,22488,10452,97,730,102,184,56.7,48.5,70.6,63.8,-55250,4753,40224,10355,-82,-0.3222044029741945,0.027718326286630703,0.23457646887301356,0.06038781163434903,-0.0004782038197988045,94.08329010009766
113,2020-09-01,1 Month US,126339,8635,67299,12757,4156,738,962,73307,27157,16562,9209,46,613,138,205,56.5,46.3,70.6,64.2,-58664,3418,46150,9163,-67,-0.46433801122377094,0.027054195458251214,0.3652870451721163,0.07252708981391336,-0.000530319220509898,94.0866928100586
114,2020-09-08,1 Month US,145938,8425,73905,17794,3087,716,1872,79435,27892,22856,11698,0,672,99,231,50.8,43.5,65.4,61.39999999999999,-65480,2371,51543,11698,-132,-0.4486836875933616,0.016246625279228166,0.35318422891913004,0.08015732708410421,-0.0009044936891008511,94.0866928100586
115,2020-09-15,1 Month US,155868,9449,75408,21011,3498,718,1315,80180,30482,25950,13576,0,801,88,183,48.7,41.8,64.9,60.5,-65959,2780,49698,13576,-95,-0.423172171324454,0.017835604485847,0.3188467164523828,0.08709934046757513,-0.0006094900813508866,94.0866928100586
116,2020-09-22,1 Month US,175880,17441,91895,12947,4582,2178,3181,93854,38253,26543,16625,0,631,76,252,48.9,43.3,67.5,61.2,-74454,2404,55601,16625,-176,-0.42332272003638843,0.013668410279736184,0.31613031612463044,0.09452467591539686,-0.0010006822833750284,94.0866928100586
117,2020-09-29,1 Month US,192406,22696,100956,12964,5496,2164,2473,98631,44276,28589,20738,0,652,167,332,47.3,47.4,67.4,64.8,-78260,3332,54355,20738,-165,-0.4067440724301737,0.01731754726983566,0.28250158518965107,0.10778250158518965,-0.0008575616145026663,94.09516906738281
118,2020-10-06,1 Month US,138684,14663,86269,10113,2300,2264,3070,69926,13325,22647,15045,0,743,177,253,51.7,46.1,68.5,62.0,-71606,36,56601,15045,-76,-0.5163248824666148,0.0002595829367482911,0.4081292723025006,0.10848403564938998,-0.0005480084220241701,94.09774017333984
119,2020-10-13,1 Month US,143001,14912,84196,9293,2230,2330,3147,69729,16888,25944,16615,0,985,146,218,50.1,42.1,67.5,59.0,-69284,-100,52841,16615,-72,-0.4845001083908504,-0.000699295809120216,0.3695148984972133,0.11618799868532388,-0.0005034929825665555,94.09774017333984
120,2020-10-20,1 Month US,159815,14585,97315,11862,2049,2595,3001,81634,16320,27707,18035,0,802,140,213,45.7,45.0,63.0,60.7,-82730,-546,65314,18035,-73,-0.5176610455839564,-0.0034164502706254107,0.4086850420799049,0.1128492319244126,-0.00045677814973563185,94.08070373535156
121,2020-10-27,1 Month US,170285,15634,112317,11125,3049,2378,3161,88497,12149,28010,19732,0,936,141,209,47.6,50.5,63.9,64.9,-96683,671,76348,19732,-68,-0.5677716768946178,0.00394045277035558,0.4483542296737822,0.11587632498458467,-0.00039933053410458937,94.08070373535156
122,2020-11-03,1 Month US,126194,8343,73412,11826,3300,2390,3158,63715,9917,24393,10554,202,755,150,141,48.4,44.9,62.7,59.9,-65069,910,53798,10352,9,-0.5156267334421605,0.007211119387609553,0.4263118690270536,0.08203242626432318,7.131876317416042e-05,94.0951919555664
123,2020-11-10,1 Month US,157409,8463,93574,16411,4005,2478,3165,81286,13228,27395,15512,157,920,252,81,51.5,40.9,65.0,59.9,-85111,1527,68058,15355,171,-0.5406997058617995,0.009700843026764671,0.43236409608091025,0.09754842480417257,0.0010863419499520359,94.07817840576172
124,2020-11-17,1 Month US,189416,9729,115542,15493,4005,2543,3171,95410,15538,35492,25128,671,896,92,70,59.8,43.7,72.2,61.4,-105813,1462,79872,24457,22,-0.5586275710605229,0.007718460953668117,0.42167504329095745,0.12911792034463826,0.00011614647125902775,94.08666229248047
125,2020-11-24,1 Month US,201855,9778,121726,17238,2147,2526,4059,100403,12773,41719,25534,858,899,78,57,59.8,44.6,72.2,64.6,-111948,-379,87630,24676,21,-0.5545961209779297,-0.0018775853954571351,0.43412350449580145,0.12224616680290308,0.00010403507468232147,94.08666229248047
126,2020-12-01,1 Month US,159594,11337,92865,14182,1766,2452,4070,81802,14589,29888,15699,704,786,64,58,57.0,45.1,70.1,63.9,-81528,-686,67213,14995,6,-0.5108462724162562,-0.004298407208291039,0.42114991791671363,0.09395716630951038,3.759539832324523e-05,94.07988739013672
127,2020-12-08,1 Month US,179586,20855,106929,16522,2545,438,3474,82947,16550,33647,18239,659,1302,55,65,53.8,46.4,68.2,63.6,-86074,2107,66397,17580,-10,-0.4792912587840923,0.011732540398472041,0.36972258416580356,0.09789181784771642,-5.5683627899724926e-05,94.07988739013672
128,2020-12-15,1 Month US,189322,33363,119641,17200,4679,440,1940,77602,13551,34424,18797,806,1271,46,49,52.5,50.89999999999999,66.7,66.5,-86278,4239,64051,17991,-3,-0.4557209410422455,0.022390424778948037,0.3383177866280728,0.09502857565417648,-1.5846018951838668e-05,94.07988739013672
129,2020-12-21,1 Month US,192508,30094,119741,22293,3726,406,2322,77130,12669,33141,22397,530,1359,46,47,51.800000000000004,50.6,67.2,66.4,-89647,3320,64461,21867,-1,-0.46567934839071623,0.01724603652835207,0.33484842188376585,0.11359008456791406,-5.194589315768696e-06,94.08837890625
130,2020-12-29,1 Month US,207232,34443,131049,26971,5970,301,1215,78546,10978,34857,23951,577,1212,67,72,49.2,48.89999999999999,66.8,69.7,-96606,5669,67568,23374,-5,-0.46617317788758494,0.027355813773934527,0.3260500308832613,0.11279146077825819,-2.412754786905497e-05,94.08837890625
131,2021-01-05,1 Month US,160885,32995,98908,20093,4061,144,2196,56318,9195,28352,15631,656,1099,140,242,44.2,49.8,63.0,69.4,-65913,3917,47123,14975,-102,-0.4096901513503434,0.024346582962985985,0.29289865431830187,0.0930789072940299,-0.0006339932249743606,94.08837890625
132,2021-01-12,1 Month US,176147,20549,104333,24512,4472,5554,1313,74739,9586,29228,20137,356,1144,53,121,42.9,45.7,61.10000000000001,66.5,-83784,-1082,65153,19781,-68,-0.47564818021311744,-0.006142596808347573,0.3698785673329662,0.11229825089272029,-0.0003860412042214741,94.07988739013672
133,2021-01-19,1 Month US,193464,19554,106435,27344,4486,7405,1013,85796,15589,33926,20137,477,1157,51,118,39.5,43.7,58.5,64.0,-86881,-2919,70207,19660,-67,-0.44908096596782865,-0.015088078402183352,0.36289438862010504,0.1016209734110739,-0.00034631766116693545,94.07988739013672
134,2021-01-26,1 Month US,235513,32727,113751,34147,4480,7167,2230,97362,27696,48069,15101,1017,1328,69,108,40.7,41.2,57.6,60.2,-81024,-2687,69666,14084,-39,-0.34403196426524224,-0.011409136650630751,0.2958053270944704,0.05980136977576609,-0.0001655959543634534,94.07988739013672
135,2021-02-02,1 Month US,204014,34157,77080,33659,4447,6814,670,69285,27302,55758,4484,1122,1475,79,134,35.0,34.2,53.8,56.5,-42923,-2367,41983,3362,-55,-0.21039242404932995,-0.011602144950836708,0.2057848971149039,0.016479261227170684,-0.0002695893419079083,94.07988739013672
136,2021-02-09,1 Month US,223893,45358,78658,37215,3686,6860,675,59822,27634,70316,5278,925,1467,76,143,31.100000000000005,35.1,48.5,53.20000000000001,-33300,-3174,32188,4353,-67,-0.14873176026048157,-0.014176414626629684,0.14376510208001145,0.0194423228953116,-0.0002992500882117797,94.09691619873047
137,2021-02-16,1 Month US,233221,46580,90475,32544,3701,6881,680,71731,31756,69046,7778,672,1072,89,95,31.2,38.3,48.9,56.4,-43895,-3180,39975,7106,-6,-0.18821203922459812,-0.013635135772507622,0.17140394732892836,0.030468954339446276,-2.5726671268882304e-05,94.08837890625
138,2021-02-23,1 Month US,255102,46158,113953,34091,2462,6887,693,94080,30357,67204,9238,694,1017,159,206,31.9,42.8,52.3,57.7,-67795,-4425,63723,8544,-47,-0.2657564425210308,-0.017346002775360445,0.249794199967072,0.03349248535879766,-0.00018424002947840473,94.08837890625
139,2021-03-02,1 Month US,209765,29196,86662,30079,2400,2406,1654,81245,30244,57313,6795,253,984,99,170,31.8,44.1,48.4,58.6,-57466,-6,51001,6542,-71,-0.2739541868281172,-2.8603437179701095e-05,0.24313398326698926,0.031187281004934092,-0.00033847400662646295,94.07988739013672
140,2021-03-09,1 Month US,213953,23399,81288,36941,2506,2378,1662,83080,31679,58413,6795,320,1042,115,230,30.899999999999995,42.6,47.79999999999999,57.70000000000001,-57889,128,51401,6475,-115,-0.2705687697765397,0.0005982622351637976,0.24024435273167472,0.03026365603660617,-0.0005375012269049744,94.08837890625
141,2021-03-16,1 Month US,224798,26267,89706,41137,1263,8434,3450,86968,23342,57448,7159,91,1050,56,140,28.600000000000005,37.70000000000001,46.4,56.1,-63439,-7171,63626,7068,-84,-0.28220446801128124,-0.031899749997775784,0.2830363259459604,0.03144156086797925,-0.00037366880488260573,94.07988739013672
142,2021-03-23,1 Month US,229402,39793,108318,34328,168,8961,3275,99744,28813,43897,6795,308,1318,84,184,34.0,39.8,50.6,54.2,-68525,-8793,70931,6487,-100,-0.2987114323327608,-0.03833009302447232,0.3091995710586656,0.028277870288837936,-0.00043591599027035507,94.08837890625
143,2021-03-30,1 Month US,249559,48960,107724,36400,174,10027,3288,102797,40776,50129,6801,125,961,49,129,34.8,40.7,52.7,55.4,-58764,-9853,62021,6676,-80,-0.23547137149932482,-0.03948164562287876,0.24852239350213778,0.02675118909756811,-0.0003205654775023141,94.07988739013672
144,2021-04-06,1 Month US,205674,41568,75911,29001,180,11555,1104,82551,38752,45061,2035,67,4117,57,106,40.0,37.6,57.1,52.6,-34343,-11375,43799,1968,-49,-0.16697783871563737,-0.05530596964127697,0.21295350895105847,0.009568540505849063,-0.0002382410999931931,94.09691619873047
145,2021-04-13,1 Month US,247884,47281,93701,29455,185,14325,940,101970,36150,61372,156,5338,6513,12,90,43.9,36.0,59.7,52.0,-46420,-14140,65820,-5182,-78,-0.1872650110535573,-0.0570428103467751,0.2655274241177325,-0.02090493940714205,-0.00031466331025802394,94.08837890625
